date_range_start,date_range_end,placekey,sg_wp__parent_placekey,sg_wp__location_name,sg_wp__street_address,sg_wp__city,sg_wp__region,sg_wp__postal_code,sg_wp__iso_country_code,sg_wp__safegraph_brand_ids,sg_wp__brands,sg_wp__date_range_start,sg_wp__date_range_end,sg_wp__raw_visit_counts,sg_wp__raw_visitor_counts,sg_wp__visits_by_day,sg_wp__visits_by_each_hour,sg_wp__poi_cbg,sg_wp__visitor_home_cbgs,sg_wp__visitor_home_aggregation,sg_wp__visitor_daytime_cbgs,sg_wp__visitor_country_of_origin,sg_wp__distance_from_home,sg_wp__median_dwell,sg_wp__bucketed_dwell_times,sg_wp__related_same_day_brand,sg_wp__related_same_week_brand,sg_wp__device_type,sg_wp__normalized_visits_by_state_scaling,sg_wp__normalized_visits_by_total_visits,sg_wp__normalized_visits_by_total_visitors,sg_wp__normalized_visits_by_region_naics_visits,sg_wp__normalized_visits_by_region_naics_visitors,sg_c__parent_placekey,sg_c__location_name,sg_c__safegraph_brand_ids,sg_c__brands,sg_c__top_category,sg_c__sub_category,sg_c__naics_code,sg_c__latitude,sg_c__longitude,sg_c__street_address,sg_c__city,sg_c__region,sg_c__postal_code,sg_c__iso_country_code,sg_c__phone_number,sg_c__open_hours,sg_c__category_tags,sg_c__opened_on,sg_c__closed_on,sg_c__tracking_closed_since,sg_c__geometry_type
2020-02-10,2020-02-17,224-222@8gg-r49-yn5,,Six Mile Cafe,2510 Walhalla Hwy Ste D,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,36,27,"[6,6,3,11,3,5,2]","[0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0]",450770102001,"{""450770103003"":4,""450770104024"":4,""450730302002"":4}","{""45077010300"":9,""45077011003"":6,""45073030401"":4}","{""450770101001"":5,""450770108011"":4,""450770110022"":4,""450450024021"":4,""450730307014"":4,""450770103002"":4,""450770110032"":4,""450730302002"":4,""450770103001"":4,""450770103003"":4,""450730304011"":4,""450770111025"":4}","{""US"":22}",11928.0,35.5,"{""<5"":1,""5-10"":7,""11-20"":7,""21-60"":9,""61-120"":6,""121-240"":0,"">240"":6}","{""Burger King"":6,""Ingles Markets"":6,""Marathon"":6,""Walmart"":3,""World Finance"":3,""Taco Bell"":3,""Starbucks"":3,""76"":3,""Stage Stores"":3,""QuikTrip"":3,""Hardee's"":3,""Cracker Barrel"":3,""CVS"":3,""Tractor Supply Co."":3,""AutoZone"":3,""Sam's Club"":3,""Exxon Mobil"":3,""Arby's"":3}","{""Walmart"":41,""Burger King"":30,""Lowe's"":26,""QuikTrip"":26,""Hardee's"":22,""Ingles Markets"":22,""McDonald's"":22,""The Home Depot"":19,""Dollar General"":15,""Zaxby's"":15,""Tractor Supply Co."":15,""Subway"":15,""BI-LO"":11,""HotSpot"":11,""O'Reilly Auto Parts"":11,""Applebee's"":11,""Cracker Barrel"":11,""Waffle House"":11,""CVS"":11,""Sam's Club"":11}","{""android"":14,""ios"":13}",,,,,,,Six Mile Cafe,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,34.847543,-82.807127,2510 Walhalla Hwy Ste D,Pickens,SC,29671.0,US,18648689317.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""11:00"", ""14:00""]] }",BBQ and Southern Food,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,226-222@8gg-r3n-8gk,,Red Dot Store,603 Pendleton St,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,32,23,"[5,7,3,6,5,5,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",450770105022,"{""450770101002"":4,""450770104025"":4,""450770105021"":4}","{""45077010402"":5,""45007012001"":4,""45077010801"":4}","{""450070111001"":4,""450770104031"":4}","{""US"":18}",9281.0,19.5,"{""<5"":0,""5-10"":15,""11-20"":4,""21-60"":5,""61-120"":2,""121-240"":5,"">240"":1}","{""QuikTrip"":10,""Walmart"":7,""Zaxby's"":7,""Tuesday Morning"":3,""Hobby Lobby Stores"":3,""Dollar General"":3,""Wendy's"":3,""HotSpot"":3,""Ford Motor Company"":3,""InTown Suites"":3,""Ingles Markets"":3,""Waffle House"":3,""CVS"":3,""Bojangles'"":3,""AutoZone"":3,""LongHorn Steakhouse"":3,""Dollar Tree"":3}","{""Spinx"":30,""QuikTrip"":22,""Walmart"":17,""HotSpot"":17,""Dollar General"":13,""Zaxby's"":13,""Ingles Markets"":13,""McDonald's"":13,""Bojangles'"":13,""AutoZone"":13,""Stop-A-Minit"":9,""PetSmart"":9,""Academy Sports + Outdoors"":9,""Waffle House"":9,""Sam's Club"":9,""Dollar Tree"":9,""IHOP"":4,""Belk"":4,""Dodge"":4,""Advance Auto Parts"":4}","{""android"":17,""ios"":9}",,,,,,,Red Dot Store,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,34.878332,-82.704604,603 Pendleton St,Pickens,SC,29671.0,US,18648784987.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,zzw-222@8gg-r2k-5cq,,Perspective Outreach Inc,2045 Meece Mill Rd,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,2,1,"[0,0,0,0,2,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770104012,{},{},"{""450770108031"":4}","{""US"":4}",,101.0,"{""<5"":0,""5-10"":0,""11-20"":1,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",,,,,,,Perspective Outreach Inc,,,Religious Organizations,Religious Organizations,813110.0,34.89587,-82.759371,2045 Meece Mill Rd,Pickens,SC,29671.0,US,,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,223-222@8gg-r3n-py9,,Farmer Automotive,2628 Gentry Memorial Hwy,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,13,3,"[1,1,4,1,5,1,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770104031,{},{},{},{},,31.0,"{""<5"":1,""5-10"":3,""11-20"":1,""21-60"":7,""61-120"":1,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":0}",,,,,,,Farmer Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,34.870572,-82.691005,2628 Gentry Memorial Hwy,Pickens,SC,29671.0,US,18648985101.0,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,224-222@8gg-r2s-kvf,,Discount Grocery,1545 Walhalla Hwy,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,4,4,"[1,2,1,0,0,0,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770102002,{},{},"{""450730302002"":4}","{""US"":4}",,5.5,"{""<5"":0,""5-10"":3,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}",{},{},"{""android"":0,""ios"":4}",,,,,,,Discount Grocery,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,34.868645,-82.757132,1545 Walhalla Hwy,Pickens,SC,29671.0,US,18648786628.0,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,zzw-222@8gg-r3b-dvz,,General Insurance Services,201 Garvin St,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,3,1,"[1,0,1,1,0,0,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770104025,{},{},{},{},,414.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":0,"">240"":3}",{},{},"{""android"":0,""ios"":0}",,,,,,,General Insurance Services,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,34.882617,-82.708535,201 Garvin St,Pickens,SC,29671.0,US,18648783234.0,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,zzw-222@8gg-r3c-k2k,,Red Hill Cemetery,558 Red Hill Rd,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,8,4,"[1,1,3,0,1,0,2]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770104022,{},"{""45077010501"":4}",{},"{""US"":4}",,35.5,"{""<5"":0,""5-10"":1,""11-20"":1,""21-60"":4,""61-120"":1,""121-240"":1,"">240"":0}",{},{},"{""android"":4,""ios"":0}",,,,,,,Red Hill Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,34.901372,-82.736472,558 Red Hill Rd,Pickens,SC,29671.0,US,,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,222-222@8gg-qkp-649,,Perennial Gardens,208 Country Creek Dr,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,10,2,"[0,0,0,0,2,3,5]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0]",450770101002,{},"{""45035010809"":4}","{""450350108091"":7}",{},,433.0,"{""<5"":0,""5-10"":1,""11-20"":0,""21-60"":2,""61-120"":1,""121-240"":0,"">240"":6}",{},{},"{""android"":4,""ios"":0}",,,,,,,Perennial Gardens,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220.0,35.039954,-82.676977,208 Country Creek Dr,Pickens,SC,29671.0,US,18648780290.0,,,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,227-222@8gg-r3b-g8v,,MyEyeDr.,306 E Main St,Pickens,SC,29671,US,SG_BRAND_1617da4d9d55dc44df9681ca9dac5c2b,MyEyeDr.,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,42,16,"[13,7,7,8,6,0,1]","[0,0,0,0,0,0,0,3,0,0,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770105022,"{""450770109021"":4,""450770103003"":4,""450770110024"":4,""450770109012"":4}","{""45077010901"":4,""45077010401"":4,""45077010300"":4}","{""450770104011"":4}","{""US"":15}",12792.0,201.0,"{""<5"":0,""5-10"":5,""11-20"":2,""21-60"":5,""61-120"":1,""121-240"":13,"">240"":16}","{""McDonald's"":18,""Walmart"":9,""Taco Bell"":6,""QuikTrip"":6,""Chick-fil-A"":6,""Burger King"":6,""Ingles Markets"":6,""Cracker Barrel"":6,""CVS"":6,""Circle K Gas"":3,""Stop-A-Minit"":3,""Domino's Pizza"":3,""Lowe's"":3,""7-Eleven"":3,""Wendy's"":3,""HotSpot"":3,""UCBI"":3,""Circle K"":3,""Bellacino's"":3,""Zaxby's"":3}","{""Walmart"":38,""McDonald's"":38,""Dollar General"":31,""Chick-fil-A"":25,""Ingles Markets"":25,""Hardee's"":19,""Burger King"":19,""CVS"":19,""Taco Bell"":13,""Lowe's"":13,""Wendy's"":13,""Academy Sports + Outdoors"":13,""QuikTrip"":13,""Kohl's"":13,""Zaxby's"":13,""Walgreens"":13,""Cracker Barrel"":13,""Marathon"":13,""Circle K Gas"":6,""Little Caesars"":6}","{""android"":11,""ios"":4}",,,,,,,MyEyeDr.,SG_BRAND_1617da4d9d55dc44df9681ca9dac5c2b,MyEyeDr.,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,34.883753,-82.706144,306 E Main St,Pickens,SC,29671.0,US,18648786060.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
2020-02-10,2020-02-17,zzw-223@8gg-r3n-6p9,,Patrick C MacRae DMD Pickens Family Dentistry,829 Pendleton St,Pickens,SC,29671,US,,,2020-02-10T00:00:00-05:00,2020-02-17T00:00:00-05:00,1,1,"[1,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",450770104025,{},{},{},{},,224.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":0,""61-120"":0,""121-240"":1,"">240"":0}",{},{},"{""android"":0,""ios"":0}",,,,,,,Pickens Family Dentistry,,,Offices of Dentists,Offices of Dentists,621210.0,34.875776,-82.70412,829 Pendleton St,Pickens,SC,29671.0,US,18648783501.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""12:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07-01,POLYGON
